en,ru,bleu,acceptability
A tanker is a ship carrying oil.,"Танкер - это судно, перевозящее нефть.",0.5247357977607321,0.9965216
A taxi drew up at the main gate.,Такси нарисовано у главных ворот.,0.0,0.9966923
"A tea with lemon, please.","Чай с лимоном, пожалуйста.",1.0,0.9949832
A teacher should never laugh at his students' mistakes.,Учитель никогда не должен смеяться над ошибками своих учеников.,1.0,0.9954932
A teacher should never laugh at his students' mistakes.,Учитель никогда не должен смеяться над ошибками учеников.,0.7189393375176814,0.99460465
A teacher should never make fun of a pupil who makes a mistake.,"Учитель никогда не должен смеяться над учеником, который совершает ошибку.",0.7691605673134586,0.98739386
A tear rolled down her cheek.,Слеза скатилась по щеке.,0.0,0.99679786
A teenager sometimes acts like a baby.,Подросток иногда ведет себя как ребенок.,0.0,0.9979157
A television set used to be a luxury.,Телевизионный набор раньше был роскошью.,0.0,0.99642134
A television set used to be a luxury.,Телевидение раньше было роскошью.,0.0,0.9954607
A terrible fate awaited him.,Его ждала ужасная судьба.,1.0,0.9970951
A thief crept in through the window.,Вор проник через окно.,0.0,0.9984804
A tiger is bigger and stronger than a cat.,Тигр больше и сильнее кошки.,1.0,0.9913611
A time bomb went off in the airport killing thirteen people.,"В аэропорту взорвалась бомба замедленного действия, убившая тринадцать человек.",0.0,0.99681515
A trip to Hawaii will cost you about 200 dollars.,Поездка на Гавайи обойдется тебе в 200 долларов.,0.0,0.9981363
A truck hit the dog.,Грузовик сбил собаку.,0.0,0.99803346
A truck ran over our dog.,Нашу собаку переехал грузовик.,0.0,0.99864
A truck ran over our dog.,Грузовик переехал нашу собаку.,0.0,0.9987866
A truck was standing in the middle of the road.,Посреди дороги стоял грузовик.,0.0,0.9978649
A unicycle has only one wheel.,У одного велосипеда только одно колесо.,0.4347208719449915,0.9965634
A very bright idea came to my mind.,Мне пришла в голову очень яркая идея.,0.0,0.9974577
A war broke out between the two countries.,Между двумя странами началась война.,0.0,0.9976739
A war broke out between the two countries.,Между двумя странами вспыхнула война.,0.0,0.99774134
A welcome party took place in the restaurant.,В ресторане прошла приветственная вечеринка.,0.0,0.9980217
A welcome party took place in the restaurant.,В ресторане состоялась приветственная вечеринка.,0.0,0.99817216
A woman appeared from behind a tree.,Женщина появилась из-за дерева.,0.0,0.9967616
A woman fell from a ship into the sea.,Женщина упала с корабля в море.,1.0,0.99483925
Abide with me.,Со мной.,0.0,0.9302547
Abide with me.,Обвиняйся со мной.,0.0,0.88766533
About how long will it take?,Сколько времени это займет?,0.8408964152537145,0.9985531
About how long will it take?,Сколько времени это займёт?,0.0,0.99701333
About how much will it cost?,Сколько это будет стоить?,0.6221008431290531,0.9985769
About what time?,Во сколько?,0.0,0.99707305
"Above all things, we must not be selfish.","Прежде всего, мы не должны быть эгоистичными.",0.3688939732334406,0.9955727
"Above all, be kind to old people.","Прежде всего, будь добр к старикам.",0.0,0.99720484
"Above all, be kind to old people.","Прежде всего, будьте добры к старикам.",0.0,0.99760914
